Rank,Prioridade,Finalidade,Status,Gerências,GPM,NOTA,ORDEM,DESCRICAO,Critério,OM - Status Sistema,OM - Status Usuário,Prazo demanda
3946,1,Continuidade Operacional,Impedido,TRANSFERÊNCIA,INS,14844131,2028186903,HV-80900 Descarga Bomba J857B,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA CAPC DMNV IMPA JBFI NOLQ,IMPD TRIA ANEX EQEC MPMI PMAU 1ESC APRE,2025-06-30
3947,1,Apoio de Rotina a Operação,Programável,REFINO,CAL,15162753,2028913392,D-504-A(J-599A)-Desobst. tubulação WR,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2025-06-30
3948,1,Apoio de Rotina a Operação,Impedido,TRANSFERÊNCIA,INS,15270999,2029004658,HV-80992 P801E avaliar,Apoio de Rotina à Operação/Continuidade Operacional,TENC LIB  CNPA CAPC DMNV JBFI KKMP NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP,2025-06-30
3949,1,Apoio de Rotina a Operação,Impedido,TRANSFERÊNCIA,INS,15270923,2029004659,HV-80991 P801E avaliar,Apoio de Rotina à Operação/Continuidade Operacional,TENC LIB  CNPA CAPC DMNV JBFI KKMP NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP,2025-06-30
3950,1,Continuidade Operacional,Parada,UTILIDADES,PAR,15387788,2029227536,V30/V5 PV-40138D -Passagem pela válvula,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2025-06-30
3951,1,Continuidade Operacional,Impedido,TRANSFERÊNCIA,INS,15457874,2029382937,HV-80251A (P801K) Avaliar atuador,Apoio de Rotina à Operação/Continuidade Operacional,TENC LIB  CNPA CAPC DMNV IMPA JBFI KKMP*,IMPD TRIA ANEX EQEC MPMI MPOP,2025-06-30
3952,1,Continuidade Operacional,Falta material,UTILIDADES,INS,15455846,2029416263,O-004C - XV-5121049/ FV-5121014 Manutenç,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV NOLQ,FMAT IMPD TRIA EQEC PMAU ANEX MPOP MPMI 1ESC,2025-06-30
3953,1,Continuidade Operacional,Falta material,UTILIDADES,INS,15455847,2029416471,O-004E XV-5121132/FV-5121017 -Manutenção,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA CAPC DMNV IMPA MATF MOME NOLQ,FMAT IMPD TRIA EQEC PMAU ANEX MPOP MPMI 1ESC,2025-06-30
3954,1,Continuidade Operacional,Falta material,TRANSFERÊNCIA,INS,15514148,2029453493,HV-80044 (P807C) Ajustar fim de curso,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA CAPC DMNV IMPA MATF NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP PMAU,2025-06-30
3955,1,Apoio de Rotina a Operação,Falta material,TRANSFERÊNCIA,INS,15555414,2029566221,PT-80120A(Liquigás) - Calibr.Transmissor,Apoio de Rotina à Operação/Continuidade Operacional,TENC LIB  CNPA CAPC DMNV IMPA JBFI MATF*,IMPD TRIA ANEX EQEC MPMI MPOP PMAU,2025-06-30
3956,1,Apoio de Rotina a Operação,Programável,HDT,INS,15539561,2029570434,UNIDADE AT-2313PCL-DI002 Em falha,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2025-06-30
3957,1,Continuidade Operacional,Falta material,UTILIDADES,INS,15602452,2029613776,FV-40702 (L-402) Sanar vazamento,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV MATF NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP PMAU 1ESC,2025-06-30
3958,1,Continuidade Operacional,Impedido,UTILIDADES,INS,15642701,2029719651,O-330C FV-31012 Valvula não modula,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV MOME NOLQ,IMPD TRIA EQEC PMAU ANEX MPOP MPMI 1ESC IMED,2025-06-30
3959,1,Continuidade Operacional,Impedido,UTILIDADES,INS,15670852,2029752674,XV-31102 REVISAR - O-328D,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP 1ESC,2025-06-30
3960,1,Continuidade Operacional,Programável,UTILIDADES,INS,15670875,2029752676,XV-31069 REVISAR- O-327D,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2025-06-30
3961,1,Continuidade Operacional,Impedido,UTILIDADES,INS,15670939,2029752826,O-330D XV-31280 REVISÃO,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA CAPC DMNV IMPA MOME NOLQ,IMPD TRIA ANEX EQEC EQRC MPMI MPOP 1ESC,2025-06-30
3962,1,Continuidade Operacional,Falta material,UTILIDADES,INS,15671853,2029757096,O-330B XV-31195 REVISAR,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV MATF MOME NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP,2025-06-30
3963,1,Continuidade Operacional,Impedido,UTILIDADES,INS,15671830,2029757186,XV-31204 REVISAR - O-330B,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP 1ESC,2025-06-30
3964,1,Continuidade Operacional,Impedido,UTILIDADES,INS,15671829,2029757188,FV-31013 REVISAR - O-330B,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP 1ESC,2025-06-30
3965,1,Continuidade Operacional,Impedido,UTILIDADES,INS,15671450,2029757306,O-330E XV-31263 -REVISAR,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP,2025-06-30
3966,1,Continuidade Operacional,Impedido,UTILIDADES,INS,15670485,2029757371,XV-31175 REVISAR - O-330C,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP 1ESC,2025-06-30
3967,1,Continuidade Operacional,Impedido,UTILIDADES,INS,15671442,2029774053,O-330E FV-31017 REVISAR VÁLVULA,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV MOME NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP 1ESC,2025-06-30
3968,1,Continuidade Operacional,Impedido,UTILIDADES,INS,15671468,2029774057,O-330E FV-31018 REVISAR VÁLVULA,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA CAPC DMNV IMPA MOME NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP PMAU 1ESC,2025-06-30
3969,1,Continuidade Operacional,Falta material,UTILIDADES,INS,15702298,2029810148,FSH-30320 Calibrar chave de fluxo,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA CAPC DMNV IMPA KKMP NOLQ,FMAT IMPD TRIA EQEC ANEX MPOP MPMI 1ESC APRE,2025-06-30
3970,1,Continuidade Operacional,Programável,UTILIDADES,INS,15726038,2029855935,XV-5121127 ajuste no fim de curso,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA CAPC DMNV IMPA JBFI KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2025-06-30
3971,1,Continuidade Operacional,Impedido,HDT,INS,15727107,2029882140,ZS-2313409B Apresentando falha indicação,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,IMPD OPER TRIA EQEC ANEX ABCO MPOP MPMI 1ESC,2025-06-30
3972,1,Continuidade Operacional,Programável,HDT,INS,15704801,2029882143,VT-2313302A J-10A Sensor vib ind falsa,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP ABCO 1ESC,2025-06-30
3973,1,Continuidade Operacional,Programável,HDT,INS,15739066,2029921168,TV-2313168B vazamento de ar,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP OPER 1ESC,2025-06-30
3974,1,Continuidade Operacional,Microplanejamento,UTILIDADES,AUT,15721049,2029926824,UC-1217 FF1217_RM13_H4 instr falhando,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA CAPC DMNV KKMP NOLQ,SIMP ANEX MPMI,2025-06-30
3975,1,Apoio de Rotina a Operação,Impedido,UTILIDADES,INS,15831480,2030092844,O-341C XV-30123C -Valvula não abre,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP 1ESC,2025-06-30
3976,1,Continuidade Operacional,Programável,REFINO,INS,15808555,2030118114,J-720A LSL-77021A -Insstrumento em BAD,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2025-06-30
3977,1,Apoio de Rotina a Operação,Programável,TRANSFERÊNCIA,INS,15850811,2030119188,TT-80121 Temperatura linha Copaenergia,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP,2025-06-30
3978,1,Continuidade Operacional,Programável,REFINO,CAL,15926692,2030287459,L-641-Conectar linha de ar de limpeza,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2025-06-30
3979,1,Apoio de Rotina a Operação,Programável,REFINO,CAL,14768698,2028205708,D-504-A(J-599B)-Desobst. tubulação WR,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV MOME NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2025-07-01
3980,1,Continuidade Operacional,Impedido,REFINO,CAL,15427338,2029287766,M-523(Tub.)-Remover isol. até LV-50002,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP PMAU 1ESC,2025-07-01
3981,1,Continuidade Operacional,Falta material,TRANSFERÊNCIA,CAL,15644354,2029691859,ETDI(O-839)-Fix.Cobert.Proteç.,Apoio de Rotina à Operação/Continuidade Operacional,TENC LIB  CNPA IMPR CAPC DMNV JBFI MATF*,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2025-07-01
3982,1,Continuidade Operacional,Programável,TRANSFERÊNCIA,CAL,15644668,2029697615,T-816A-Reinstalar corrente suporte,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2025-07-01
3983,1,Continuidade Operacional,Programável,UTILIDADES,CAL,15658789,2029724045,Leito Misto(Próx.J-377)[VAZ]-Elim.vaz,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV MOME NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2025-07-01
3984,1,Apoio de Rotina a Operação,Programável,HDT,CAL,15862154,2030120610,M-2316001A-Instal.volante valv.manual,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ SKKP,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2025-07-07
3985,1,Apoio de Rotina a Operação,Programável,UTILIDADES,INS,15812959,2030029218,V-414BT VT-40003B -Indicação bad,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA CAPC DMNV IMPA NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2025-07-18
3986,1,Continuidade Operacional,Programável,HDT,INS,15800925,2030035812,PI-6521031 falha de indicação,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP ABCO 1ESC,2025-07-25
3987,1,Apoio de Rotina a Operação,Impedido,HDT,INS,15434325,2029351946,FT-2316515A sem indicação,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,IMPD OPER TRIA EQEC ANEX ABCO MPOP MPMI 1ESC,2025-07-31
3988,1,Continuidade Operacional,Programável,UTILIDADES,CAL,15845031,2030090329,J-0400036AT-Limpar filtro da sucção,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA CAPC DMNV IMPA KKMP NOLQ,SIMP TRIA EQEC PMAU ANEX MPOP MPMI 1ESC APRE IMED,2025-07-31
3989,1,Apoio de Rotina a Operação,Programável,REFINO,MEC,15958240,2030318116,V-1201(FT-1204-A) SUBSTITUIR FILTRO,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA CAPC DMNV IMPA MOME NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP PMAU 1ESC,2025-07-31
3990,1,Continuidade Operacional,Programável,UTILIDADES,ELE,15874121,2030185748,J-351AM-Revisar motor(vibr.e ruído),Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA EQEC PMAU ANEX MPOP MPMI 1ESC APRE,2025-08-01
3991,1,Continuidade Operacional,Programável,UTILIDADES,INS,15877340,2030173812,O-005E XV-5121082 Válvula não fecha,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2025-08-05
3992,1,Apoio de Rotina a Operação,Programável,UTILIDADES,COM,15944172,2030291685,O-304D-Limpeza do decantador(Vácuo),Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI PMAU 1ESC,2025-08-07
3993,1,Continuidade Operacional,Falta material,TRANSFERÊNCIA,CAL,15949899,2030297254,D-800(ETDI)[VAZ]-Repar.Vazat.,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV MATF NOLQ,SIMP TRIA EQEC PMAU ANEX MPOP MPMI 1ESC APRE,2025-08-08
3994,1,Apoio de Rotina a Operação,Falta material,HDT,INS,15783103,2030034993,FV-2225610: Falha de comunicação da válv,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV MATF MOME NOLQ,SIMP TRIA EQEC PMAU ANEX ABCO MPOP MPMI 1ESC APRE,2025-08-15
3995,1,Apoio de Rotina a Operação,Programável,REFINO,INS,15960349,2030335892,TE-57147 (VS-572)-Sanar falha indicação,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2025-08-30
3996,1,Continuidade Operacional,Programável,UTILIDADES,CAL,15912578,2030238677,J-425A(VAZ)-Reaperto flange linha dreno,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2025-09-03
3997,1,Continuidade Operacional,Programável,HDT,INS,15822062,2030088961,PDT-5126032 com indicação falsa.,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2025-09-09
3998,1,Apoio de Rotina a Operação,Programável,HDT,COM,15884079,2030238684,J-2313006B(Próx.)-Desentupir esgoto oleo,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2025-09-27
3999,1,Continuidade Operacional,Programável,HDT,INS,15884589,2030245738,LT-2225580 indicação oscilando,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2025-09-30
4000,1,Apoio de Rotina a Operação,TO GPI - Aguarda TRIA,REFINO,INS,15759982,2030313078,J-593 XV-50230 - Testar acionamento,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP ANEX MPMI,2025-09-30
4001,1,Apoio de Rotina a Operação,Impedido,TRANSFERÊNCIA,INS,15647182,2029693532,LIT-80061 (P801A) apoio tanques,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP,2025-10-01
4002,1,Continuidade Operacional,Falta material,REFINO,INS,14730606,2028017598,XV-57035 CC-572 Passagem pelo atuador,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA CAPC DMNV KKMP NOLQ,IMPD TRIA ANEX EQEC FMAT MPMI MPOP 1ESC,2025-10-30
4003,1,Continuidade Operacional,Programável,HDT,INS,15852937,2030225121,LT-2225602 Indicação incorreta,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2025-11-24
4004,1,Continuidade Operacional,Programável,HDT,INS,15928484,2030319556,FV-2316035A Controle de nivel O-2316007,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2025-12-03
4005,1,Apoio de Rotina a Operação,Programável,UTILIDADES,CAL,15784390,2029966257,O-330 Apoio limpeza química Osmose 1,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV MOME NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP PMAU 1ESC,2025-12-04
4006,1,Apoio de Rotina a Operação,Programável,REFINO,CAL,15456785,2029380609,J-548B-Substituir válv.retenção,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA CAPC DMNV IMPA MOME NOLQ,SIMP TRIA EQEC PMAU ANEX MPOP MPMI 1ESC APRE,2025-12-12
4007,1,Apoio de Rotina a Operação,Programável,REFINO,CAL,15498247,2029457256,J-588A-Reaperto gaxeta da válv. bloq.,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2025-12-12
4008,1,Continuidade Operacional,Programável,UTILIDADES,CAL,15582783,2029615676,J-0500122A-Limpeza interna,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2025-12-12
4009,1,Continuidade Operacional,Programável,UTILIDADES,INS,15834122,2030090782,V-416BT PT 40281 Calibrar Instrumento,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA CAPC DMNV IMPA JBFI KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2025-12-12
4010,1,Continuidade Operacional,Programável,UTILIDADES,INS,15802919,2030016485,J-301H -Sensores de vibração,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV MOME NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC,2025-12-17
4011,1,Continuidade Operacional,Programável,UTILIDADES,CAL,15582784,2029615677,J-0500122B-Limpeza interna,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV MOME NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2025-12-26
4012,1,Apoio de Rotina a Operação,Programável,REFINO,CAL,15828929,2030093457,J-628A(VAZ)-Injetar selante válv.vapor,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2025-12-26
4013,1,Continuidade Operacional,Programável,HDT,CAL,15899914,2030209974,O-2316001A-Substituir elemento filtrante,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA CAPC DMNV IMPA MOME NOLQ,SIMP TRIA EQEC PMAU ANEX MPOP MPMI 1ESC APRE,2025-12-26
4014,1,Continuidade Operacional,Falta material,HDT,INS,15663816,2029749382,FI-2225063 K-2225001 Revisar o instrumen,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,FMAT IMPD TRIA EQEC ANEX ABCO MPOP MPMI 1ESC APRE,2025-12-27
4015,1,Continuidade Operacional,Falta material,REFINO,CAL,15047367,2028572801,N-640 - Lavagem da torre,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV ERRD MATF NOLQ,IMPD TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2025-12-30
4016,1,Continuidade Operacional,Programável,HDT,CAL,15662813,2029734750,D-2316(J-2316012)-Subst.Reten.Ejet.,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV MOME NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2025-12-30
4017,1,Apoio de Rotina a Operação,Falta material,HDT,CAL,15726956,2029856088,PG-2225-0066-Desob.purg.linha condensado,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV JBFI MATF NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP 1ESC APRE,2025-12-30
4018,1,Continuidade Operacional,Programável,REFINO,CAL,15787868,2029971520,M-501A(Tub.)-Eliminar vazto. tubulação,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV MOME NOLQ,SIMP TRIA EQEC PMAU ANEX MPOP MPMI 1ESC APRE,2025-12-30
4019,1,Apoio de Rotina a Operação,Programável,REFINO,COM,15889283,2030178626,U-570(S-571)-Apoio.Transp.Casc.Noz.,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA EQEC PMAU ANEX MPOP MPMI 1ESC APRE,2025-12-31
4020,1,Apoio de Rotina a Operação,Programável,UTILIDADES,COM,15923123,2030243160,UTL-Limpeza de Área (ROTINA),Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA EQEC PMAU ANEX MPOP MPMI 1ESC APRE,2025-12-31
4021,1,Apoio de Rotina a Operação,Programável,REFINO,COM,15846399,2030090404,U-500-Limpeza de área (ROTINA),Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI PMAU 1ESC APRE,2026-02-02
4022,1,Apoio de Rotina a Operação,Programável,REFINO,CAL,15846400,2030090606,U-570-Limpeza de área (ROTINA),Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV MOME NOLQ,SIMP TRIA ANEX EQEC MPMI PMAU 1ESC APRE,2026-02-02
4023,1,Apoio de Rotina a Operação,Programável,REFINO,CAL,15846417,2030090610,U-600-Limpeza de área (ROTINA),Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI PMAU 1ESC APRE,2026-02-02
4024,1,Apoio de Rotina a Operação,Programável,REFINO,CAL,15846471,2030090612,U-640-Limpeza de área (ROTINA),Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI PMAU 1ESC APRE,2026-02-02
4025,1,Apoio de Rotina a Operação,Programável,REFINO,CAL,15846473,2030090616,U-700-Limpeza de área (ROTINA),Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI PMAU 1ESC APRE,2026-02-02
4026,1,Apoio de Rotina a Operação,Programável,REFINO,CAL,15846465,2030090623,U-750-Limpeza de área (ROTINA),Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI PMAU 1ESC APRE,2026-02-02
4027,1,Apoio de Rotina a Operação,Programável,REFINO,CAL,15846568,2030090787,U-1200-Limpeza de área (ROTINA),Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI PMAU 1ESC APRE,2026-02-02
4028,1,Apoio de Rotina a Operação,Programável,HDT,CAL,15860456,2030118447,U-2313(HDT)-Limpeza de área (ROTINA),Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI PMAU,2026-02-02
4029,1,Apoio de Rotina a Operação,Programável,HDT,CAL,15860531,2030118456,U-2311(UGH)-Limpeza de área (ROTINA),Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI PMAU 1ESC APRE,2026-02-02
4030,1,Apoio de Rotina a Operação,Programável,HDT,CAL,15860536,2030118461,U-2316-Limpeza de área (ROTINA),Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI PMAU,2026-02-02
4031,1,Apoio de Rotina a Operação,Programável,HDT,CAL,15860632,2030118634,U-2313(DEA)-Limpeza de área (ROTINA),Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI PMAU,2026-02-02
4032,1,Apoio de Rotina a Operação,Programável,HDT,CAL,15860507,2030118644,U-5126(UTAA2)-Limpeza de área (ROTINA),Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI PMAU,2026-02-02
4033,1,Apoio de Rotina a Operação,Programável,HDT,CAL,15860617,2030118791,U-2225(UTGR)-Limpeza de área (ROTINA),Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI PMAU,2026-02-02
4034,1,Apoio de Rotina a Operação,Programável,UTILIDADES,ELE,15873754,2030157156,O-320B-Avaliar circ. poste/revisar ilumi,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV KKMP NOLQ,SIMP TRIA ANEX EQEC MPMI MPOP PMAU 1ESC,2026-02-02
4035,1,Continuidade Operacional,Falta material,UTILIDADES,CAL,15904578,2030295299,J-382-A/B-Revisar válv.retenção,Apoio de Rotina à Operação/Continuidade Operacional,LIB  CNPA IMPR CAPC DMNV MATF NOLQ,SIMP TRIA ANEX EQEC MPMI PMAU 1ESC APRE,2026-02-19
